review_id,review_type,garden_id,candidate_id,source_id,source_name,candidate_name,match_score,reason,source_url,created_date,status
activity-gs-dooars-diana,activity_evidence,gs-dooars-diana,,,Diana Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-ghatia,activity_evidence,gs-dooars-ghatia,,,Ghatia Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-hilla,activity_evidence,gs-dooars-hilla,,,Hilla,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-katalguri,activity_evidence,gs-dooars-katalguri,,,Katalguri Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-nya-sylee,activity_evidence,gs-dooars-nya-sylee,,,Nya Sylee,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-red-bank,activity_evidence,gs-dooars-red-bank,,,Red Bank,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-surendra-nagar,activity_evidence,gs-dooars-surendra-nagar,,,Surendra Nagar,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-atiabari,activity_evidence,gs-dooars-atiabari,,,Atiabari Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-merico,activity_evidence,gs-dooars-merico,,,Merico Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-rajahbhat,activity_evidence,gs-dooars-rajahbhat,,,Rajahbhat Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-buds,activity_evidence,gs-dooars-buds,,,Buds Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-sonar-bangla-tea-co-p-ltd,activity_evidence,gs-dooars-sonar-bangla-tea-co-p-ltd,,,Sonar Bangla Tea Co (P) LTD,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-trisakti,activity_evidence,gs-dooars-trisakti,,,Trisakti Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-bundapani,activity_evidence,gs-dooars-bundapani,,,Bundapani Tea Garden,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-dahuk-valley,activity_evidence,gs-dooars-dahuk-valley,,,Dahuk Valley Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-garganda-tae,activity_evidence,gs-dooars-garganda-tae,,,Garganda Tae Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-makrapara,activity_evidence,gs-dooars-makrapara,,,Makrapara Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-mohua,activity_evidence,gs-dooars-mohua,,,Mohua,,,No recent evidence supports active or inactive status.,,2026-09-01,open
activity-gs-dooars-kadambini,activity_evidence,gs-dooars-kadambini,,,Kadambini Tea Estate,,,No recent evidence supports active or inactive status.,,2026-09-01,open
